drug_a,drug_b,combination,almanac_breast_median_combo_score,almanac_breast_mean_combo_score,almanac_breast_max_combo_score,almanac_breast_min_combo_score,almanac_breast_positive_line_fraction,almanac_breast_lines_tested,almanac_breast_cell_lines,almanac_breast_synergy_support,drug_a_has_patient_model,drug_b_has_patient_model,patient_specific_pair_tier
busulfan,vemurafenib,busulfan + vemurafenib,-63,-64.6,-15,-126,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
busulfan,depsipeptide,busulfan + depsipeptide,-33,-43.4,-20,-73,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
busulfan,pralatrexate,busulfan + pralatrexate,3,-1,32,-27,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.775895079456251,FALSE,FALSE,not_patient_scored
busulfan,vismodegib,busulfan + vismodegib,-53,-60,-19,-135,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
busulfan,crizotinib,busulfan + crizotinib,-55,-60.8,-40,-86,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
axitinib,busulfan,axitinib + busulfan,-62,-62,-42,-93,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
busulfan,vandetanib,busulfan + vandetanib,-12,-33.8,-3,-116,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
busulfan,cabazitaxel,busulfan + cabazitaxel,-52,-56,-25,-107,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
busulfan,ruxolitinib,busulfan + ruxolitinib,-69,-84.4,-17,-221,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 thioguanine,chlorambucil,6 thioguanine + chlorambucil,-70,-62.4,-19,-91,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 thioguanine,melphalan,6 thioguanine + melphalan,-74,-62.4,-19,-77,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 thioguanine,triethylenemelamine,6 thioguanine + triethylenemelamine,-28,-20.4,1,-40,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 thioguanine,altretamine,6 thioguanine + altretamine,-21,-31.6,21,-87,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
5-fluorouracil,6 thioguanine,5-fluorouracil + 6 thioguanine,-79,-63.8,-27,-97,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,TRUE,FALSE,tier_B_one_drug_patient_scored
6 thioguanine,uracil mustard,6 thioguanine + uracil mustard,-6,2.4,53,-59,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 thioguanine,dacarbazine,6 thioguanine + dacarbazine,-26,-30.6,29,-89,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 thioguanine,megestrol acetate,6 thioguanine + megestrol acetate,-44,-44.2,11,-97,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 thioguanine,lomustine,6 thioguanine + lomustine,-13,-11.8,34,-62,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 thioguanine,daunorubicin,6 thioguanine + daunorubicin,-65,-53.2,42,-93,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 thioguanine,teniposide,6 thioguanine + teniposide,-24,-39.2,-9,-98,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 thioguanine,doxorubicin,6 thioguanine + doxorubicin,6,0.6,17,-30,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.802508137085966,FALSE,TRUE,tier_B_one_drug_patient_scored
6 thioguanine,etoposide,6 thioguanine + etoposide,-34,-41.6,-18,-67,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 thioguanine,dexrazoxane,6 thioguanine + dexrazoxane,-38,-35.8,-16,-50,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 thioguanine,mitoxantrone,6 thioguanine + mitoxantrone,-17,-33,-9,-81,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 thioguanine,vinorelbine,6 thioguanine + vinorelbine,-6,0.2,84,-41,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 thioguanine,pemetrexed,6 thioguanine + pemetrexed,-34,-42.8,-24,-87,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 thioguanine,exemestane,6 thioguanine + exemestane,-2,-1.4,24,-26,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 thioguanine,gefitinib,6 thioguanine + gefitinib,-11,-4.6,34,-36,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 thioguanine,pazopanib,6 thioguanine + pazopanib,-10,-9.75,17,-36,0.5,4,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231,0.378230901780586,FALSE,FALSE,not_patient_scored
6 thioguanine,lenalidomide,6 thioguanine + lenalidomide,12,4.6,15,-11,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.847118514263833,FALSE,FALSE,not_patient_scored
6 thioguanine,raloxifene,6 thioguanine + raloxifene,-81,-61.6,7,-87,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 thioguanine,abiraterone,6 thioguanine + abiraterone,-15,-17,-4,-32,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 thioguanine,vemurafenib,6 thioguanine + vemurafenib,-29,-24.2,19,-63,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 thioguanine,vismodegib,6 thioguanine + vismodegib,-22,-12.2,15,-36,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 thioguanine,crizotinib,6 thioguanine + crizotinib,-35.5,-36.2,-7,-77,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 thioguanine,axitinib,6 thioguanine + axitinib,-24,-20.8,2,-39,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 thioguanine,vandetanib,6 thioguanine + vandetanib,-25,-20.6,2,-38,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 thioguanine,cabazitaxel,6 thioguanine + cabazitaxel,-29,-32.8,-15,-50,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 thioguanine,ruxolitinib,6 thioguanine + ruxolitinib,-23,-19,8,-50,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,methotrexate,6 mercaptopurine + methotrexate,-17,-38,2,-108,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,6 thioguanine,6 mercaptopurine + 6 thioguanine,-13,-23.6,7,-59,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,actinomycin d,6 mercaptopurine + actinomycin d,-57,-63.6666666666667,-27,-107,0,3,BR:HS 578T;BR:MCF7;BR:MDA-MB-231,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,chlorambucil,6 mercaptopurine + chlorambucil,-44,-45.8,-16,-97,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,thiotepa,6 mercaptopurine + thiotepa,-20,-17.6,34,-58,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,melphalan,6 mercaptopurine + melphalan,-57,-45,-12,-68,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,triethylenemelamine,6 mercaptopurine + triethylenemelamine,-49,-41.6,-22,-55,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,altretamine,6 mercaptopurine + altretamine,-24,-32,1,-98,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
5-fluorouracil,6 mercaptopurine,5-fluorouracil + 6 mercaptopurine,5,-4.6,29,-79,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.793030825196247,TRUE,FALSE,tier_B_one_drug_patient_scored
6 mercaptopurine,mithramycin,6 mercaptopurine + mithramycin,-4,-7.4,35,-51,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,floxuridine,6 mercaptopurine + floxuridine,23,-13,64,-103,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.901014742485162,FALSE,FALSE,not_patient_scored
6 mercaptopurine,hydroxyurea,6 mercaptopurine + hydroxyurea,-24,-14.8,33,-48,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,uracil mustard,6 mercaptopurine + uracil mustard,-46,-62,-17,-139,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,mitotane,6 mercaptopurine + mitotane,-11,-1.2,35,-36,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,dacarbazine,6 mercaptopurine + dacarbazine,-61,-70.4,-22,-119,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,vinblastine,6 mercaptopurine + vinblastine,-29,-31,-9,-54,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,cytarabine,6 mercaptopurine + cytarabine,-38,-42.8,-18,-77,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,vincristine,6 mercaptopurine + vincristine,-11,-29,-9,-78,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,megestrol acetate,6 mercaptopurine + megestrol acetate,-78,-69.4,9,-160,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,lomustine,6 mercaptopurine + lomustine,-30,-46.8,0,-126,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,daunorubicin,6 mercaptopurine + daunorubicin,22,15.8,49,-51,0.8,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.896802603867509,FALSE,FALSE,not_patient_scored
6 mercaptopurine,azacitidine,6 mercaptopurine + azacitidine,-21,0.8,49,-34,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,cladribine,6 mercaptopurine + cladribine,-56,-57.2,6,-122,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,fludarabine,6 mercaptopurine + fludarabine,-46,-35.6,14,-69,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,isotretinoin,6 mercaptopurine + isotretinoin,-36,-27,75,-106,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,teniposide,6 mercaptopurine + teniposide,-36,-4,72,-60,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,doxorubicin,6 mercaptopurine + doxorubicin,-2,14,103,-43,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,TRUE,tier_B_one_drug_patient_scored
6 mercaptopurine,bleomycin,6 mercaptopurine + bleomycin,-20.5,-18.5,-10,-23,0,4,BR:BT-549;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,paclitaxel,6 mercaptopurine + paclitaxel,-102,-97,-56,-143,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,TRUE,tier_B_one_drug_patient_scored
6 mercaptopurine,bendamustine,6 mercaptopurine + bendamustine,-101,-89.75,-14,-143,0,4,BR:BT-549;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,etoposide,6 mercaptopurine + etoposide,-6,-17.8,17,-86,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,dexrazoxane,6 mercaptopurine + dexrazoxane,-18,-11.2,16,-39,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,tamoxifen,6 mercaptopurine + tamoxifen,2,-6.6,3,-27,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.768140915182845,FALSE,FALSE,not_patient_scored
6 mercaptopurine,carboplatin,6 mercaptopurine + carboplatin,-93,-93.8,-70,-127,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,valrubicin,6 mercaptopurine + valrubicin,16,-5,36,-62,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.869519433275895,FALSE,FALSE,not_patient_scored
6 mercaptopurine,mitoxantrone,6 mercaptopurine + mitoxantrone,18,15,48,-29,0.8,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.878996745165614,FALSE,FALSE,not_patient_scored
6 mercaptopurine,temozolomide,6 mercaptopurine + temozolomide,-43,-44,-11,-80,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,vinorelbine,6 mercaptopurine + vinorelbine,-3,0.2,29,-31,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,docetaxel,6 mercaptopurine + docetaxel,-71,-64.25,12,-127,0.25,4,BR:BT-549;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,TRUE,tier_B_one_drug_patient_scored
6 mercaptopurine,7 ethyl 10 hydroxycamptothecin,6 mercaptopurine + 7 ethyl 10 hydroxycamptothecin,-16,-20.6,10,-71,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,pemetrexed,6 mercaptopurine + pemetrexed,-5,-9.6,20,-69,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,vorinostat,6 mercaptopurine + vorinostat,15,10.2,65,-55,0.8,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.864541451273215,FALSE,FALSE,not_patient_scored
6 mercaptopurine,exemestane,6 mercaptopurine + exemestane,-28,-34.2,-23,-46,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,gefitinib,6 mercaptopurine + gefitinib,9,18.6,50,0,0.8,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.827685238368754,FALSE,FALSE,not_patient_scored
6 mercaptopurine,fulvestrant,6 mercaptopurine + fulvestrant,-27,-21.6,40,-60,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,anastrozole,6 mercaptopurine + anastrozole,-17,-11.8,35,-41,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,letrozole,6 mercaptopurine + letrozole,-10,-9.4,0,-21,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,celecoxib,6 mercaptopurine + celecoxib,-31,-43.4,17,-129,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,zoledronate,6 mercaptopurine + zoledronate,-10,-24.8,15,-79,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,dasatinib,6 mercaptopurine + dasatinib,-91,-108.4,-24,-219,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,everolimus,6 mercaptopurine + everolimus,-10,-15.2,78,-94,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,pazopanib,6 mercaptopurine + pazopanib,-40,-30.4,-2,-58,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,imatinib,6 mercaptopurine + imatinib,-7,13,77,-16,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,lapatinib,6 mercaptopurine + lapatinib,-58,-125.2,-24,-300,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,TRUE,tier_B_one_drug_patient_scored
6 mercaptopurine,sorafenib,6 mercaptopurine + sorafenib,-84,-59.4,4,-103,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,lenalidomide,6 mercaptopurine + lenalidomide,1,-7.8,9,-39,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.759908098793797,FALSE,FALSE,not_patient_scored
6 mercaptopurine,raloxifene,6 mercaptopurine + raloxifene,-37,-64.2,-5,-175,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,abiraterone,6 mercaptopurine + abiraterone,-58,-53.4,-10,-94,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,sunitinib,6 mercaptopurine + sunitinib,-84,-59.4,4,-103,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,vemurafenib,6 mercaptopurine + vemurafenib,-65,-67.6,-7,-150,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,depsipeptide,6 mercaptopurine + depsipeptide,-84,-59.4,4,-103,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,pralatrexate,6 mercaptopurine + pralatrexate,-84,-59.4,4,-103,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,vismodegib,6 mercaptopurine + vismodegib,-43,-40.2,48,-121,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,crizotinib,6 mercaptopurine + crizotinib,-70,-65.2,-23,-98,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,axitinib,6 mercaptopurine + axitinib,-53,-61.8,-29,-127,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,vandetanib,6 mercaptopurine + vandetanib,-52,-48.8,11,-103,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,cabazitaxel,6 mercaptopurine + cabazitaxel,-11,-21.8,28,-71,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,ruxolitinib,6 mercaptopurine + ruxolitinib,-84,-72.4,-21,-145,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
methotrexate,nitrogen mustard,methotrexate + nitrogen mustard,-23,-38.6,-6,-113,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 thioguanine,nitrogen mustard,6 thioguanine + nitrogen mustard,-56,-54.2,-26,-74,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,nitrogen mustard,6 mercaptopurine + nitrogen mustard,-37,-25.8,11,-53,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
chlorambucil,nitrogen mustard,chlorambucil + nitrogen mustard,-37,-28,-5,-52,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
nitrogen mustard,thiotepa,nitrogen mustard + thiotepa,-61,-57.2,1,-110,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
melphalan,nitrogen mustard,melphalan + nitrogen mustard,-32,-42.6,11,-110,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
nitrogen mustard,triethylenemelamine,nitrogen mustard + triethylenemelamine,-69,-68.8,-47,-95,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
altretamine,nitrogen mustard,altretamine + nitrogen mustard,-50,-49.6,-35,-63,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
